usuario,seguidores,seguidos,tweets,retweets
margaretojalvo,2287,1871,0,2
gachisbar,226,437,0,1
LuciaBeltranRoc,63,229,0,1
iambiente,59142,23649,1,0
LeftDavid,323,1064,0,1
Nenbo77,56,472,0,1
snietoparra,634,367,0,1
lilian_grill,163,147,0,4
rcs_chile,489,873,3,0
RSCruzRojaMad,1932,1970,1,5
ADRIANAMILO,50,31,0,1
antonio17592442,3,12,0,2
SantosFrosteAli,104,633,0,3
villa_marita,1818,1011,0,1
CMARMOLWITTGRUB,345,2412,1,0
RseCCOObbva,62,48,0,1
probonolegal,1419,2782,0,1
jmgarciaperez,9707,3538,1,0
klebersanchez17,19,29,0,2
Kernelsan,46,127,0,1
joseanhel,455,730,0,1
stefanliller,352,59,1,0
EPSAlicante,5333,183,0,1
f_fundaneed,189,89,1,3
Vgtz07VERONICA,68,212,2,0
villalavallesum,8,64,0,2
MassipMarta,348,1675,0,1
MarcoAGarza,587,282,0,1
NUEVOFUTURO,2584,1839,4,1
AriannaVelez,126,395,0,1
KarinaSosa_2,10021,641,0,1
Mafuensanta,1888,2401,0,3
JensyJen,423,361,0,1
Sevelandera,606,1456,0,1
GVacchini,7,14,1,1
puribm47,1279,820,0,1
Plan2040,229,482,13,3
hyst3ron,103,391,0,1
mpratsb,36,133,0,1
tptorata,286,904,0,1
JaLepreux,99,501,0,2
BailacAssumpta,519,410,0,1
TVESsv,49496,1680,0,1
JoseMLeceta,1688,85,0,1
LecheCeteco,1526,1657,1,0
wilsonor1955,257,929,0,3
FonsCatala,2657,771,0,2
nralarcon,740,1003,0,1
iciech_06,128,276,0,1
TuminiSM,1526,1386,0,1
ElTurquitoTuc,98,219,0,1
luideito,219,247,0,3
Maridona84,3,41,0,1
DiegoSo54136928,21,553,0,1
moliangeln,25,65,0,2
juansrobledo,1682,668,1,0
RIOD_oficial,757,270,1,0
UrrVir,301,505,0,1
peperaul7,904,957,0,1
silarrivi,270,503,0,1
maganbarcelona,116,187,0,1
MASalazarR,4131,2762,0,1
cbeldatapia,107,117,0,1
pellegrina07,139,119,0,1
VocesEsejota,488,109,0,1
bomobu,1694,1919,0,1
Roberto19740286,7,31,0,3
fabianaguadalu4,1730,4813,0,1
tpalahi,5686,2777,0,1
crisserradell,467,1003,0,1
Carles_Cabre,293,526,0,2
davidyagual_25,28,55,0,1
jesusdelaosa,3093,2693,3,7
tatianam08,381,465,0,1
irenegonser,844,1286,0,3
sipea12,1681,1467,0,1
gbragatwit,1055,1814,0,2
GADE_Argentina,36,229,0,1
pachamamakusil1,166,474,0,8
menarini_es,8836,1034,0,1
lourdeslopezca,188,354,0,1
UNESCOMexico,248790,912,5,1
PepeClavijoA,98541,34744,0,1
LucasMostazo,11073,7381,0,1
MIgualdadPinto,217,127,0,1
Simonchpa,6,42,0,1
Jusarca,412,711,0,1
elena_pequee,100,333,0,1
Marahersa,4187,2216,0,8
RRIIglocales,722,652,0,8
arelibiciteka,10628,1191,1,1
SorRoxana,522,1313,0,1
NrumboAsoc,321,1232,0,2
foretica,16655,1319,5,19
espaciogeranios,763,698,1,2
VelisGustavo,621,3832,0,1
GSK_ES,2568,423,1,0
RedCarolinaCol,5976,896,1,1
ZNyongtory,22,163,0,1
EmbajadaEspPeru,2841,270,18,2
planificable,552,368,2,0
oscarfierroa,42,295,0,1
IgualNacho,6,7,0,1
MjoseChaconAg,166,220,0,1
Lunamahal,144,512,0,1
Ana_F_Laviada,71,126,0,1
UNFPAInnovation,2080,494,0,2
lrsln22,37,371,2,1
AdriRico5,66,121,0,1
AdalidAldana,457,287,0,1
Gelicaballero,21,45,0,1
alonso_nora,692,1227,0,1
barisabel,128,357,0,1
EncarnaRodrigu6,729,1408,0,1
barrsenior,152,932,0,1
Capitan_Snow,335,499,0,1
Whipala_16,28,26,0,14
voleyAlcobendas,2880,1165,0,1
SaludCriticaMX,1783,2242,1,0
EarthCheck_,3573,1292,0,1
DEccpps,49,82,0,1
NicolaDignum,44,37,0,1
joseartusi,3870,5001,0,1
dfcspain,3951,2077,6,0
MelLoayzaZ,134,401,0,3
EDocet,17767,998,0,1
pineiroangeles1,286,231,0,1
revistajoblanco,15319,8280,0,1
STP_Paraguay,26294,772,0,2
sanreinosa,317,2839,0,1
verodelgadosch,643,312,0,1
AdrinaoGarcia,94,309,1,0
EmbEspTailandia,6499,729,0,1
davidaldeano,280,676,0,1
BlancoBea,375,952,0,1
albertjairich,138,218,0,1
EnactusMexico,1505,289,1,0
XavierNavarro1,2422,3103,0,1
Victoria_gilar,127,280,0,1
jackie232825,57,440,0,1
fjcoba,187,128,0,1
lamacatorres,177,644,0,1
FranjDelMo,5007,4508,0,1
SustainableAlli,1140,1583,9,0
InvernizziMario,4178,2973,0,1
ceciois,159,271,0,2
GrandesChicas,2091,2913,4,1
mariabarcelo,8713,4512,0,1
Ethic_,32974,1737,9,13
fernandaadiazH,637,1087,1,0
PuebloOpina1,35,79,0,1
EmmeKaa29,238,1358,0,2
equomadrid,14903,4417,0,1
ECORETOsc,2043,2166,0,2
MarquezFunez,1870,1457,0,1
mariadefo,363,801,0,1
jpmurra,1788,683,0,1
Francescsv,1415,660,0,1
Pilar_Llacer,2529,3528,0,1
MendezLeo06,3066,4278,0,1
suscalmol,40,48,0,1
ComosCarmen,156,317,0,3
nitavilla,972,513,0,1
Omar_Aguilar212,10072,832,0,1
samanthajcsmith,4324,1569,0,1
SGRUPOBINAR,177,588,0,1
MEstrades,849,1294,0,1
ifydaconsultor,509,1050,1,0
EnriqueGarcaPa1,26,23,0,3
ONUHabitatMex,9692,720,1,0
DiGuevara,892,4981,0,1
rojs1129,226,242,0,1
fbernal10,274,124,0,1
RicardoCamus8,17,91,0,1
JosehpTrujillo,243,76,0,1
Irene31596544,87,198,0,2
MSP_UMHUA,395,146,1,0
JuanRam79897900,64,90,0,1
Marita_UNICEF,3051,855,0,1
gori_estarellas,637,1351,0,1
detallesfm,1989,4449,0,1
jsanchezcec,1724,1374,0,1
jalexp1,9787,8650,0,2
AlfreArganMo,159,684,0,1
andreacabot,361,317,0,1
Moonchildlibros,511,905,0,1
CiegUaemex,537,289,0,1
ximolanga,373,211,0,1
_minecogob,38146,64,1,1
Sjimenezm,438,489,0,1
luisccaballo,97,99,0,1
santo200485,339,879,0,1
Yriverosantana,592,680,0,1
SusanaCorral_,539,433,0,1
arubiosa,308,504,0,1
LIVESANJOSE,263,206,1,0
glorialopez49,2897,1646,0,2
carmencampos_,375,209,2,0
AmbienteNacion,25199,325,1,0
SaludTrabajoSIG,1002,987,0,1
sostenibleXXI,70,86,0,4
fundtrafic,1367,3617,3,0
davidgmartin,850,1481,0,1
marchadearboles,94,114,0,1
njumbo,165,214,0,1
gabylippi,348,567,0,1
CipactlyChef,348,232,1,1
IIVCompartido,77,529,0,2
liderazgo_red,16,82,0,1
MAPFRE_ES,23572,4901,0,1
ErikaCembranos,415,128,1,0
mccasasc,482,655,0,1
tanuniversal,524,859,3,1
CruzRojaBurgos,2588,569,2,0
J_Gonzalez50,258,264,0,4
gabinunez,277,817,0,1
18rodpf,769,526,1,0
diosanga,84,733,0,2
conductosalonso,1524,1302,2,1
CteMondello,889,488,0,1
CamaraCIP,11142,999,1,0
almaglezfig,204,653,0,2
ASteiner,36991,322,2,0
IIDMA_ecolaw,914,871,0,1
Belen_Viloria,4400,3231,6,2
NancyGarv,455,250,0,1
BalibreaM,103,337,0,1
IvanArdilaL,163,355,0,1
EmbEspNicaragua,2184,95,4,0
PCiudadana,51924,1187,1,0
SanjuanbenitoD,982,958,0,1
lgramirez4,164,148,0,1
zurdoj21,117,172,0,1
Lapislatzuli_,342,1147,0,1
PilarFas,74,42,0,2
kcedano,1694,250,1,0
FAOIndigenous,1151,515,0,2
evelynm56952524,3,25,0,4
niurka_i,21,222,0,1
AnaRodriguezC11,75,158,0,7
Suni_Sanchez,3751,3284,2,0
DanielBastan,313,449,0,1
ProydeZaragoza,300,192,0,3
maisita101544,5,15,0,1
SamChicaABC,134,181,0,2
Monmon09090909,325,460,0,1
IsabelSotoo,272,10,0,1
9debates,70,102,0,1
diegodelunamx,4480,5003,0,1
Gpe_Rivero_R,1354,511,1,0
ENAIRE,13053,390,2,0
ciconiaeduca,1049,1577,0,1
Cristobaljanez,277,553,0,1
Ecoavantis,1504,1259,2,1
equaltimes,5008,1576,2,0
juancaceresvene,45,126,0,1
REDAC_DDHH,3160,386,1,0
biblioteca_uc3m,9819,952,0,1
patricioguitart,1435,950,0,1
AAVVSanBasilio,528,840,0,4
loremartinp,1001,955,0,1
JoseEstayN,2861,5001,0,3
dgavalo,1436,1207,0,2
AlQuintanilla,356,391,1,0
Latinosan2019cr,629,2056,2,0
Lapicaraza,132,88,0,1
mdoloresg2119,31,37,0,2
unam_heforshe,541,245,0,1
observalocal_,97,287,1,0
TomeZulema,63,111,0,1
Ayto_Montilla,2038,504,0,1
geralvet,461,630,0,1
rebiun,2677,248,1,1
monicteresit,107,194,0,1
EFEverde,102885,3349,2,1
rciniega1,10370,4344,0,1
LeoGutson,2097,999,0,1
lvonnita,16,41,0,1
JaimeTatay,3474,800,2,0
EmilioCarrilloM,61,648,0,1
NildaMorillo,170,155,0,1
EcoGlobalORG,1229,1879,0,6
elrio33,527,415,0,2
Carlinperez507,408,408,0,1
javi_cubillas,1101,3402,0,3
CharoChavez1,1271,1029,1,1
CVONGD,4325,2041,0,2
romerodominguez,1448,1339,0,1
redam_ecuador,462,94,1,1
Veritasmartino,530,1152,1,4
A_Moya_,340,687,1,0
juani7b,2193,3246,0,5
RivaEnrique,749,1100,0,1
fatimacsv,99,60,0,4
rojosratos,1656,2412,0,1
fundlasemilla,439,115,1,0
gaoxsa,142,141,0,1
AEF_fundaciones,4301,678,2,4
JjCastroSchez,164,73,0,1
papasconcuysito,12,41,0,1
mcaduji,174,553,1,0
PacoLuisGRX,2948,1605,2,0
Red_Innovacion,5320,5798,0,1
DrJLPech,2986,2021,0,1
joselyng_88,398,5005,0,1
Rodriguez_Epic,15,133,0,1
MartinezCancelo,5,21,0,1
MarketingActivo,1786,1642,6,0
RedOTrd,246,5,0,1
yahh_11,587,1110,0,1
ElPrincipitoTW,793,2213,1,0
portovelloinfo,120,216,0,1
EscuelaOnlineEC,160,175,1,1
UrsulaLetonaP,47698,513,0,2
FidelGarciaRol7,6,26,0,1
AragonAbierto,10093,6692,1,0
agudelo_m,272,479,0,1
CleteroAmb,969,1354,0,2
DianiJen,25,186,0,1
Javier99419497,13,112,0,1
farmaciaoficios,466,578,0,2
alvarezfmaria,159,312,0,1
Spkrs_corner,653,324,0,1
AESElSalvador,13019,2779,1,0
carmencalvo_,29668,91,0,1
VyA_Seguros,200,894,0,1
ElizardoMorales,816,183,0,1
Campooptimage,47,153,0,1
colombia_lider,8589,7423,1,0
MemoMolecular,513,84,0,1
SerchMeneley,265,1608,0,5
Ambyser,84,230,0,1
amigaettsocial,16,39,1,6
Kiko_Murcia,220,496,0,1
rmiguelanez,2163,1508,1,0
iberdrola,56379,204,1,0
FuturEnviro,10076,4661,2,6
cespala,12513,982,0,1
Funddateces,308,321,12,1
saturnino_pena,12,130,0,2
marbel_andrea,6,48,0,1
Juanoz55,634,625,0,1
acg024,1157,1528,1,0
EcoledColombia,713,3192,2,0
garciaretegui,8951,8578,0,2
CristinaGCota,342,552,0,1
pedrogarralagaa,2228,2725,0,1
IgnacioSLeon,591,1601,0,1
MaribelMblglez,419,654,0,1
Ambiente_Ec,217497,1148,1,1
xlavall2107,54,125,0,3
econocimientoam,7,118,6,0
Raiza94W,26,65,2,0
Pulidoge_Manuel,606,549,0,1
OlgaManPer,1081,263,0,1
volveracreer107,53,92,0,1
ravelezp,110,96,0,1
pauli_cm,128,376,0,1
sandramaradiaz2,2186,3319,0,5
RedAySSNavarra,569,376,0,1
KipuLlaxta,150,253,1,0
Menrodriguez,1329,639,0,1
adrianmb_cr,227,781,0,1
EncuentrosNOW,1221,1401,0,1
mrdsUMH,747,185,1,0
iveliseguzman8,174,111,0,1
sanjose_turismo,520,1779,3,2
misabelish,3055,773,0,1
REDFEMP_TyP,1872,848,1,1
f_martinezvidal,3451,3928,0,1
Danieramr,28,71,0,2
e_donado,195,219,0,1
abgsofia_habla,374,2107,0,1
isabeldiceesto,581,673,0,1
paomolinave,505,489,0,3
SDG2030,36607,487,0,4
MexicoIps,586,1419,0,1
juankarpenter51,236,1380,0,1
huarush,241,578,0,1
economiadelagua,3050,1586,1,6
PatriLliteras,40,211,0,1
SumaInnova,307,31,1,10
andremi320,2,9,0,1
ingablan,1620,2032,0,1
celasmaya,257,483,0,1
CRECantabria,4977,315,6,0
Aurorabucio,374,734,0,1
mariancorral,461,870,1,0
scarvela,205,1491,0,1
Kati71593595,139,37,0,1
maguaral,402,804,0,3
MAngie_Barreto,77,380,0,3
christellecord8,4,31,0,1
aeescobartoledo,180,158,0,1
v_diazdelrio,542,602,0,1
perazaparga,105,97,0,1
jperezdelgado,3035,207,0,1
delramlu,430,467,0,1
sectorceca,1289,148,3,1
zpyacusa,3510,4195,0,1
ConsuladoEspMel,4837,1732,1,0
EntreculturasSe,296,289,0,1
payalo28,173,254,0,1
Karla_Rm,677,1058,0,1
MiliunIdeas,6283,2291,1,0
psoe_m,26869,3486,0,1
aaborismfar,263,2824,0,1
SchafferAdela,461,713,0,1
EXATEC_EGyTP,27,16,0,5
ChockySocorro,542,993,0,1
bj_banestajuan,316,247,0,1
Ro82609434,32,119,0,1
belenciach,40,143,0,1
BelkotaG,3168,445,0,1
lamiquiz,1828,1371,0,1
gonzalezarratia,47,17,0,3
reinadorelys,10,103,0,1
LILLOTERESA,4296,1563,0,2
cambiosocialfun,73,367,1,0
CBVera,199,719,0,1
profesorgoyes,239,676,0,1
theWAPAS,136,1,0,1
JuanMar63390677,3,5,0,1
Psicodinamia,361,564,0,1
EvangelinaDisc3,1230,3242,0,3
AhoraArganda,1497,2122,1,1
gpalacinguarne,1379,1186,0,2
UGT_Comunica,36786,10176,0,2
nathalie_valero,2898,4106,0,1
RichardSa_10,1537,1503,0,1
Beatriz_Serna_A,619,1555,1,0
EditaOla,2244,1432,2,0
MasaloTrujillo,46,200,0,1
Carolina_ADJ,325,520,0,1
escolasticaruiz,47,145,0,1
oliwer50,327,830,0,1
MarioZagaglia,583,443,0,1
ESFGALICIA,1791,499,0,1
AptearFM,197,1291,0,1
CIAT_,31151,1671,0,1
btorresmartin,271,392,0,1
danielghis,409,267,0,1
alejandrogsalm,375,1508,0,1
SESEAPuebla,581,502,0,1
JesusCasiqueM,4277,4459,0,1
EducadoraenMdA,1124,1316,0,1
PrimeraDamaPma,9275,1178,1,0
DylanPrez9,136,152,0,2
HectorSalgadoH1,14,112,0,1
CIS21,36,147,0,1
ana_ferrus,510,1021,0,2
ivanpilco,40,75,7,0
elephantgrei,116,537,0,1
profetadetrana,1483,2074,0,1
AntonioCasesG,156,338,0,1
KukiBea_,26,67,0,1
ASCUN1,19169,1580,0,1
MariaLorenaCue9,15,248,0,1
PolucionBogota,3186,1064,0,1
PressRoom_BBVA,24049,489,0,1
kaleidosred,735,645,0,1
MEPyDRD,26472,2596,15,0
chefgevalu,245352,3846,0,1
Alexander_9316,672,2153,0,1
GanarGanar,3546,658,1,2
santiagopinzong,4862,2658,1,0
MinHaciendard,9248,117,0,1
anabm30,651,728,0,2
JuventudRD,139180,472,2,0
ONUArgentina,26827,316,0,1
marianaqmierd,34,117,0,1
juangu11,479,634,0,1
ciudadesODS,350,436,0,7
platafloporsin,679,99,1,0
SerraniaV,114,73,1,0
gerjupiter1,375,322,0,1
IFMA_spain,1909,780,0,2
HacheOrtiz,289,511,1,0
intaCIAP,326,228,1,0
ricardodelriol,61,238,0,1
Zona_Empleo,2924,734,0,1
GlobalTaskforce,8206,1923,0,1
krlosvan,251,1138,0,1
franmvila,706,959,1,0
pabloeds,590,502,0,1
LuisHerrera507,72,162,0,1
clamuco,312,809,0,2
MIGUELALABASTI1,116,633,0,1
TalentumYouth,602,326,1,0
gestionpublicav,8593,3445,0,2
EscuelaDocentes,2044,589,0,1
Cesar28009901,6,15,0,2
NoraLuziOk,170,68,0,7
MariaCrisalo,435,802,0,1
angelaa581,282,473,0,1
richarzurita,1413,3751,1,7
pao_ciminieri,138,286,0,1
NatividadTixi,21,23,0,1
fnewmarkum,787,2096,0,1
DanBrightside,306,509,0,1
somos_dLana,1385,880,1,1
RamonVidalMelia,552,126,0,2
enriquez_elena,72,285,0,1
LolaSanjuanCKL,4181,3167,0,3
ORICECAR,17,245,2,0
xabiergv,703,859,0,1
SoyAlfonsoEden,2985,4449,0,1
FannyMalave2,31,310,0,1
Aguscasares1984,1543,2263,0,2
Joanplans27,757,422,0,1
Sylviap38,169,161,0,1
EsperanzaLuque3,116,143,1,3
augustoexp,159,429,0,1
enriquegalardi,640,543,0,4
xlopezgarcia,2856,2996,2,2
ayudaenaccion,35751,2233,11,0
reichel0791,41,71,0,1
DiazMildree,241,513,0,1
AmigosABCRadio,179,104,0,3
ortegn,196,872,0,1
Julia_Anciola,484,831,0,1
CAROMONTOYAM,8462,1166,0,1
Joseamartin1963,227,263,9,0
frmat,20355,21191,0,1
BrujulaSur,415,937,2,0
PublicPolicyIQ,644,2301,0,1
Vmartinz71,292,425,0,5
Borja_Monreal,1113,1286,0,1
emersonrubio,30,26,0,1
Juventudelforo,665,288,1,1
emeritoJmc,224,106,0,1
dianalauper,22,67,0,1
syddiaserrano1,102,51,0,1
gescaroz,609,1611,0,2
ciberjosefina,550,1211,0,1
mariafergarciai,4311,2492,1,2
ILOACTRAV,4529,729,1,0
monikvelasquezr,128,235,1,0
MariaGo74986288,2342,4860,0,4
TFMedioAmbiente,2675,102,1,0
edit_agricola,13494,1934,0,1
AnaVall98401964,13,133,0,1
SEGIBdigital,33501,4006,7,2
CRSJuventud,2086,1554,0,1
Ericayamitayama,13,40,0,1
as_uco,1421,531,0,1
OdsPractica,7,45,3,0
JorgeGdeOpazo,3781,1144,1,0
DIGEPRESRD,3766,76,0,1
caromoreca,349,291,0,1
jovenmania,1612,169,2,0
Jorgedreyes,738,463,2,0
GuillermBianchi,3924,3603,0,2
NievesG80421106,793,1419,0,8
almanatura,4363,789,0,1
Ericatoledoe,24,37,0,1
madepipe,65,71,0,1
ReinoMed_Verdad,554,1105,0,1
javiermormen,383,146,0,1
xirife,504,1733,0,2
OMEC_Oaxaca,745,2049,0,1
alotropo,300,387,0,2
Cynmardom,14,164,0,1
EdithValds1,231,298,0,1
forogreencities,2924,1206,1,2
Pitufilla,137,116,0,1
CesarVilchez,1019,1019,0,1
cartiga_global,1169,3492,4,4
usikublanca,11,83,0,1
Nuriaagullo,521,1064,0,1
MAGarridoCrespi,78,297,0,1
CEDREAC,2055,1285,0,1
CESAC_RD,727,626,1,0
infotumbabiro,532,697,0,1
Bornpiolero,2066,4871,0,1
elserlibre,98,97,0,1
SIUNVM,181,327,1,0
infoaquara,417,156,2,0
GioMadin,42,134,0,1
JaimePolancoS,2148,653,0,1
Telemedellin,751896,11432,0,1
AlepatsyVazquez,2263,2496,0,1
Javirayf1,367,569,0,2
niniluna2701,53,88,0,1
ojnietom,22,221,0,6
FuensantaMartMo,145,199,0,1
dannagress,54,58,0,1
Goyo2011,482,3541,0,1
glocalminds,1562,1909,1,0
vicky90001,1027,1646,0,2
TonyMar65502840,14,38,0,1
AuraRosaJ,850,1309,0,1
laura_portiz,368,669,1,0
anahuim_lo,185,702,0,3
yolyasvi,195,377,0,1
amado_mamen,29,32,0,1
arturogtenorio,184,106,0,1
petrarp07,1349,516,0,1
HildaRevilla,80,538,2,0
reduca_al,5769,828,2,1
greeneventsbcn,174,486,2,0
ecorecicla_v,746,3324,1,0
AdrianBarbon,5229,1737,0,1
vfiesco,71,403,0,1
GertrudisHbl,248,288,0,1
JRDengo,4057,2926,0,1
noregistraos,183,298,0,1
impsocialist39a,107,108,0,1
fund_adecco,10018,3137,2,0
TereLopez_1,240,239,0,1
edithwritter,1236,2192,0,2
JuanBerjano,2439,2325,0,3
benjazelayaAC,1045,852,2,8
reciclamovil,865,752,0,2
RafaRoccko,147,1400,0,1
manolvazq,33,21,0,3
andresamad,393,2476,0,1
CEscogelavida,57,78,1,0
MSCenEspana,1643,947,0,1
Vicentallorisv1,883,1323,0,1
caballero_d2013,179,357,0,1
texforspain,1340,1393,0,1
djjacomenorato,3194,4200,1,3
normareyesteran,1756,1169,0,2
LdlC28,149,544,0,3
usa_tu_poder,444,321,5,1
BlowAle,86,243,0,1
BustamanteH3nry,35,63,1,0
blancanamero,1474,870,1,0
PedroFMolina,78,145,0,1
MPBottaro,258,321,0,1
CRJ_Pinto,518,374,1,0
ClaussHerMan,137,449,0,1
sofiiortiz17,788,837,3,4
anisakisss,267,1399,1,0
ana_19416,170,433,0,3
o_alberto,854,3188,0,1
aventura_06,404,918,0,1
ferlermx,419,108,0,1
margaritabeneke,393,329,0,2
AngelBascunana,548,673,0,1
Ritaalberdi,2214,2111,0,2
AstuEnerxia,284,261,0,1
dianee33139653,11,120,0,1
LuGra21,14,55,0,1
CEOE_ES,20491,2399,1,0
paolagaytang,210,332,0,1
PacoMorenteLop,749,1935,0,2
nmsantos78,851,1314,0,1
Percultural,299,213,0,1
dordonyez,1175,669,2,2
rodrimartut,2623,246,0,8
alafuentej,356,289,0,1
la_nefelibata,242,925,0,1
LisaAcos76,174,435,0,1
SilviaLandaOcon,1379,1318,0,1
a_publica,20703,4676,0,3
chiquidecimaES,807,1079,0,2
jesuitesFP,1775,1581,0,1
EGardiazabal,2820,745,1,0
Inmaalco,82,150,0,1
LauraDeNantes,135,478,1,0
LasGafasPuestas,914,1278,0,1
SoyValor,124,242,3,0
ArgentinaUN,11607,729,2,1
screuheras,4322,1586,0,1
Ecce_H,985,400,0,1
elisaaraya,281,244,0,3
SirenitaaPunk,920,927,0,1
VincesAffairs,834,634,1,0
Ritaeloisa1,110,321,0,1
LeticiaCalvario,498,1157,0,1
sergioibanez,4940,695,0,4
jtejada1,345,327,0,1
SaraJandepora,202,406,0,1
ConSustentables,242,271,0,1
pazpyma,273,658,1,3
Aliciaolivag,156,452,1,0
FundHumana,91,124,0,1
_RequenaJose,1595,1719,0,1
ferdicutu,101,70,3,2
AccArT21_,1419,2765,2,0
FundConEspEEUU,1955,499,2,0
DuroBelinda,5673,5189,0,2
GABYBARCHETTA,7187,5077,0,1
marceloscappini,133,138,0,1
aldomigrodher,64,93,0,1
CMD_Abogada,117,271,0,1
gsamudio1,274,1757,0,1
olihrpnud,265,158,0,1
VanRod1,92,343,0,1
GPTW_EC,499,55,0,2
abrelosojoscv,285,656,0,1
flortokar,1892,2633,1,0
bjonesbh,2453,1559,0,1
alfredo26069244,37,86,0,1
Los18org,419,223,0,1
juanitauagrm,26,2,1,0
santimgarrido,37,282,0,1
mjpartera,4994,3680,1,0
_ZMabel_,120,221,0,1
Jemarnni,130,147,0,2
hipersomnica,197,401,0,1
sapurale,314,526,0,1
CIFOR_bosques,5772,1754,3,0
CERFOAR,88,60,2,0
AnaGuzmanQ,837,492,1,0
RamonLoraR,706,1070,0,1
juanmanfredi,6705,726,0,2
Ps_Digitales,3504,3425,5,0
ENvitricollS,90,446,0,1
mmdelrio,3582,770,0,1
BottinoG,245,476,0,3
ealonsoasensio,642,535,0,2
NegreteLlerena,54,68,0,1
MercheBoix,433,1004,0,1
celestejim,2436,2906,0,3
FESChile,1084,476,0,1
CorvilloLawyers,138,332,0,1
mastertelecoUMH,368,396,1,0
LorenaOrdaz,2628,2264,0,1
CantoyCopa,552,1025,0,1
scarrascog,82,212,0,1
JAlfonsoTorre,47,51,0,2
MollyDeLaSotta,342,799,0,1
VerdadPatle37,3360,4827,0,1
Manuelcuellar,22063,1646,0,1
pesca_del,17,194,0,1
serbuchara,452,1102,0,1
VioletaMira,24425,2984,0,2
escmed_tecdemty,2969,101,0,3
ftsocialmurcia,750,405,0,6
ecuacion2010,1346,1362,0,2
encarna_guillen,5010,2476,0,1
jporjuelam,345,475,0,1
JonathanPleitez,249,1273,0,3
AngelHervella,437,164,0,1
Angelito10888,65,777,0,1
josseline_baby,408,556,0,1
TierraVivaVzla,11347,972,2,0
ISS_ES,2438,713,2,0
IUV_Lorca,684,566,0,1
javier7dc,109,711,0,1
RicardoGarzonT,311,197,0,1
space_cooper,389,591,0,1
luismacalvo,559,401,0,1
periodicomujer1,139,738,0,1
nubetonta,2778,670,0,1
raulcastellano1,208,682,0,1
fonspitius,203,125,0,1
espinoza_cathe,91,140,0,1
MagaliDiazAgui1,144,109,0,1
forokoop,1258,376,0,4
GVAcooperacio,2061,1309,2,0
claragonzagav,156,137,0,1
PoleaAC,575,428,1,0
isbeth2127,171,208,0,1
ecroissier,8786,9589,0,2
erickarrt,181,521,0,1
JuancMenaz,110,375,0,1
BestiasDriving,5881,6183,0,8
isorser_79,473,461,0,1
AdrianSilvapena,541,1945,0,1
coralesdepaz,454,77,2,0
macesqui,689,1463,0,1
Carburos,718,282,1,0
rodri_arci,230,1054,0,1
centroempleotoc,694,2443,0,1
OVTierras,1099,1823,0,1
Claudia21Rv,6,22,0,1
ConsueloCruzMo2,50,97,0,1
ferreyrawalter6,2519,4997,0,1
ConxemarOficial,1673,407,1,1
machivallarino,1390,1207,0,1
rafaruizmad,8586,6695,0,1
XManotoa,63,68,0,1
JonnyEcheverri1,38,97,0,1
neydimexico,793,1175,1,0
teachermsisabel,3393,1182,0,1
pulitaroxxx,786,656,0,2
ConcepcinRome13,157,371,1,0
Sumarse,5095,448,2,0
CADH_GobOax,1471,1617,2,0
Byzness_Zeta,389,322,3,1
ClusterVivienda,971,2144,1,2
maria_freiria,4243,3975,0,3
paredesjuanmma,468,927,0,1
DiegoBastidasY,519,1968,0,2
SergiodeOtto,5240,412,0,1
Lumartinezg,4357,1231,0,1
SumaAlicante,895,242,3,2
IziRojas,1161,943,0,1
aserrano0707,21,103,0,4
FUN_INTEGRA,2029,1039,1,0
AgathaSeixas,72,38,0,1
mercociudades,3889,541,1,0
MastrangeloA,2923,4524,1,0
abraham_bravo,56,277,0,1
Lomarsocial,3589,3392,0,1
GerardoA58,44,344,0,1
eduardoluna1325,61,485,0,3
Rosa0803,116,165,0,1
LauGarciaSamano,342,672,0,1
infodrogasvih,383,991,0,1
MarcoT_Arevalo,562,913,0,2
PanamaWestSide,2372,451,0,1
CruzRojaMurcia,5866,1489,1,0
evaalonsoepelde,21,63,0,1
EmritaTorresDo1,2,1,0,1
Pardoe_AI,9544,4906,0,1
DavidEd34826990,13,41,0,1
callitatec,174,302,0,1
Brenda_Chairez,381,492,0,1
clausolisc66,32,250,0,2
RMRichards2,1840,1413,0,1
cristinareym,622,654,1,1
miguelaip,501,555,0,1
MartinA05317134,44,235,0,1
EmbEspMalabo,927,301,0,1
ManosSalamanca,499,486,0,1
DominicanACT_DC,108,99,0,1
colinita,2209,1106,0,4
JuanKarlosbarra,221,987,0,4
sandraibadi,398,536,2,1
JorEr69,189,1179,0,8
CJ_Orihuela,178,299,0,1
estebanayon,88,301,0,1
CGEspGinebra,1443,253,1,0
Excelencia_Comp,300,299,0,1
SynergiaSalutia,514,563,0,1
luz_olmo,17,117,1,0
RutaQAlcaldia,10032,1341,0,1
AdrianaBonezzi,2148,4903,0,1
EoncultVitoria,109,527,0,2
MARN_SV,345929,49,2,3
samuelescritor,13160,968,0,1
NadiaDosSanto10,15,48,0,1
LydiaGlezFdez,98,89,0,3
miriamnatmat,122,264,0,1
FIECA_ES,410,750,1,0
virgicar2901,78,219,0,1
FCre04,77,483,0,1
yerarala,187,1508,0,8
tinamonge,4458,3049,0,2
SolidaritatUB,2575,2988,0,3
VazquezZeta,24,101,0,2
RSEOnline,11834,5704,1,0
AAcequia,68,220,0,1
